"ser","subject","description"
"27","link2","http://www.ijsrp.org/"
"27","link1",
"27","rating",
"27","jcode","IJSRP"
"27","citOthers",
"27","cites","NULL"
"27","myres",
"28","serial","28"
"28","doctype","Journal"
"28","year",
"28","area",
"28","title","International Journal of Technology Enhanced Learning"
"28","citaIEEE",
"28","link2","http://www.inderscience.com/jhome.php?jcode=ijtel"
"28","link1",
"28","rating",
"28","jcode","IJTEL"
"28","citOthers",
"28","cites","NULL"
"28","myres",
"29","serial","29"
"29","doctype","Journal"
"29","year",
"29","area",
"29","title","International Journal on E-Learning (IJEL)"
"29","citaIEEE",
"29","link2","https://www.aace.org/pubs/ijel/"
"29","link1",
"29","rating",
"29","jcode","IJEL"
"29","citOthers",
"29","cites","NULL"
"29","myres",
"30","serial","30"
"30","doctype","Journal"
"30","year",
"30","area",
"30","title","International Journal on E-Learning and Education(IJEE)"
"30","citaIEEE",
"30","link2","https://www.ijnngt.org"
"30","link1",
"30","rating",
"30","jcode","IJEE"
"30","citOthers",
"30","cites","NULL"
"30","myres",
"31","serial","31"
"31","doctype","Journal"
"31","year",
"31","area",
"31","title","International Research Journal of Engineering and Technology IRJET"
"31","citaIEEE",
"31","link2","https://www.irjet.net/"
"31","link1",
"31","rating",
"31","jcode","IRJET"
"31","citOthers",
"31","cites","NULL"
"31","myres",
"32","serial","32"
"32","doctype","Journal"
"32","year",
"32","area",
"32","title","IOSR Journal of Computer Engineering (IOSR-JCE)"
"32","citaIEEE",
"32","link2","http://www.iosrjournals.org/"
"32","link1",
"32","rating",
"32","jcode","IOSR-JCE"
"32","citOthers",
"32","cites","NULL"
"32","myres",
"33","serial","33"
"33","doctype","Journal"
"33","year",
"33","area",
"33","title","Journal in the field of information and communication technology (ICT),"
"33","citaIEEE",
"33","link2","http://www.inderscience.com/jhome.php?jcode=ijict"
"33","link1",
"33","rating",
"33","jcode","IJICT"
"33","citOthers",
"33","cites","NULL"
"33","myres",
"34","serial","34"
"34","doctype","Journal"
"34","year",
"34","area",
"34","title","Journal of Education and e-Learning Research"
"34","citaIEEE",
"34","link2","http://www.asianonlinejournals.com/index.php/JEELR"
"34","link1",
"34","rating",
"34","jcode","JEELR"
"34","citOthers",
"34","cites","NULL"
"34","myres",
"35","serial","35"
"35","doctype","Journal"
"35","year",
"35","area",
"35","title","Journal of Educational Data Mining,"
"35","citaIEEE",
"35","link2","www.educationaldatamining.org/JEDM"
"35","link1",
"35","rating",
"35","jcode","JEDM"
"35","citOthers",
"35","cites","NULL"
"35","myres",
"36","serial","36"
"36","doctype","Journal"
"36","year",
"36","area",
"36","title","NCRD’s Technical Review"
"36","citaIEEE",
"36","link2","http://www.ncrdsims.edu.in/technicalreview.php"
"36","link1",
"36","rating",
"36","jcode","NCRD"
"36","citOthers",
"36","cites","NULL"
"36","myres",
"37","serial","37"
"37","doctype","Journal"
"37","year",
"37","area",
"37","title","Operations Research and Applications: An International Journal (ORAJ)"
"37","citaIEEE",
"37","link2","http://airccse.com/oraj/"
"37","link1",
"37","rating",
"37","jcode","ORAJ"
"37","citOthers",
"37","cites","NULL"
"37","myres",
"38","serial","38"
"38","doctype","Journal"
"38","year",
"38","area",
"38","title","Research in Higher Edn Journal"
"38","citaIEEE",
"38","link2","http://www.aabri.com/rhej.html"
"38","link1",
"38","rating",
"38","jcode","RHEJ"
"38","citOthers",
"38","cites","NULL"
"38","myres",
"39","serial","39"
"39","doctype","Journal"
"39","year",
"39","area",
"39","title","Science Direct"
"39","citaIEEE",
"39","link2","http://www.sciencedirect.com/"
"39","link1",
"39","rating",
"39","jcode","SD"
"39","citOthers",
"39","cites","NULL"
"39","myres",
"40","serial","40"
"40","doctype","Journal"
"40","year",
"40","area",
"40","title","Web of Science"
"40","citaIEEE",
"40","link2","webofknowledge.com"
"40","link1",
"40","rating",
"40","jcode","WoS"
"40","citOthers",
"40","cites","NULL"
"40","myres",
"41","serial","41"
"41","doctype","Journal"
"41","year",
"41","area",
"41","title","Electronic Journal of e-Learning (EJEL)"
"41","citaIEEE",
"41","link2",
"41","link1","http://www.ejel.org/main.html"
"41","rating",
"41","jcode",
"41","citOthers",
"41","cites","NULL"
"41","myres",
"42","serial","42"
"42","doctype","Journal"
"42","year",
"42","area",
"42","title","eleed Journal : E-Learning and Education"
"42","citaIEEE",
"42","link2",
"42","link1","https://eleed.campussource.de/"
"42","rating",
"42","jcode",
"42","citOthers",
"42","cites","NULL"
"42","myres",
"43","serial","43"
"43","doctype","Journal"
"43","year",
"43","area",
"43","title","International Journal of E-Learning & Distance Education"
"43","citaIEEE",
"43","link2",
"43","link1","http://www.ijede.ca/index.php/jde"
"43","rating",
"43","jcode",
"43","citOthers",
"43","cites","NULL"
"43","myres",
"44","serial","44"
"44","doctype","Journal"
"44","year",
"44","area",
"44","title","International Journal of Educational Technology in Higher Education"
"44","citaIEEE",
"44","link2",
"44","link1","https://educationaltechnologyjournal.springeropen.com/articles/10.1186/s41239-016-0020-3"
"44","rating",
"44","jcode",
"44","citOthers",
"44","cites","NULL"
"44","myres",
"45","serial","45"
"45","doctype","Journal"
"45","year",
"45","area",
"45","title","International Journal on E-Learning (IJEL)"
"45","citaIEEE",
"45","link2",
"45","link1","https://www.aace.org/pubs/ijel/"
"45","rating",
"45","jcode",
"45","citOthers",
"45","cites","NULL"
"45","myres",
"46","serial","46"
"46","doctype","Journal"
"46","year",
"46","area",
"46","title","Journal of e-Learning and Knowledge Society"
"46","citaIEEE",
"46","link2",
"46","link1","http://www.je-lks.org/"
"46","rating",
"46","jcode",
"46","citOthers",
"46","cites","NULL"
"46","myres",
"47","serial","47"
"47","doctype","Journal"
"47","year",
"47","area",
"47","title","Journal of Learning Analytics"
"47","citaIEEE",
"47","link2",
"47","link1","http://learning-analytics.info/"
"47","rating",
"47","jcode",
"47","citOthers",
"47","cites","NULL"
"47","myres",
"48","serial","48"
"48","doctype","Journal"
"48","year",
"48","area",
"48","title","Journal of Learning Analytics : ELEARNSPACE"
"48","citaIEEE",
"48","link2",
"48","link1","http://www.elearnspace.org/blog/2014/05/06/journal-of-learning-analytics/"
"48","rating",
"48","jcode",
"48","citOthers",
"48","cites","NULL"
"48","myres",
"49","serial","49"
"49","doctype","Misc"
"49","year",
"49","area",
"49","title","7 Things You Should Know About First-Generation Learning Analytics"
"49","citaIEEE",
"49","link2",
"49","link1","https://library.educause.edu/resources/2011/12/7-things-you-should-know-about-firstgeneration-learning-analytics"
"49","rating",
"49","jcode",
"49","citOthers",
"49","cites","NULL"
"49","myres",
"50","serial","50"
"50","doctype","Misc"
"50","year",
"50","area",
"50","title","7 Tips To Effectively Manage And Analyze Big Data In eLearning"
"50","citaIEEE",
"50","link2",
"50","link1","https://www.efrontlearning.com/blog/2016/06/7-tips-analyze-big-data-elearning.html"
"50","rating",
"50","jcode",
"50","citOthers",
"50","cites","NULL"
"50","myres",
"51","serial","51"
"51","doctype","Misc"
"51","year",
"51","area",
"51","title","A Reference Model for Learning Analytics"
"51","citaIEEE",
"51","link2",
"51","link1","http://www.thues.com/upload/pdf/2012/CDST12_IJTEL.pdf"
"51","rating",
"51","jcode",
"51","citOthers",
"51","cites","NULL"
"51","myres",
"52","serial","52"
"52","doctype","Misc"
"52","year",
"52","area",
"52","title","An Assessment of the Effectiveness of e-learning in Corporate Training Programs"
"52","citaIEEE",
"52","link2",
"52","link1","http://www.irrodl.org/index.php/irrodl/article/view/83/160"
"52","rating",
"52","jcode",
"52","citOthers",
"52","cites","NULL"
"52","myres",
"53","serial","53"
"53","doctype","Misc"
"53","year",
"53","area",
"53","title","Analysing 157 learning designs using learning analytic approaches as a means to evaluate the impact of pedagogical decision making"
"53","citaIEEE",
"53","link2",
"53","link1","https://www.dropbox.com/s/31jfva53jc3m936/BJET_12423.pdf?dl=0"
"53","rating",
"53","jcode",
"53","citOthers",
"53","cites","NULL"
"53","myres",
"54","serial","54"
"54","doctype","Misc"
"54","year",
"54","area",
"54","title","Assessment Analtyics"
"54","citaIEEE",
"54","link2",
"54","link1","http://www.slideshare.net/laceproject/eunis-2015-a-cooper-eltf-workshop"
"54","rating",
"54","jcode",
"54","citOthers",
"54","cites","NULL"
"54","myres",
"55","serial","55"
"55","doctype","Misc"
"55","year",
"55","area",
"55","title","Find A Phd"
"55","citaIEEE",
"55","link2",
"55","link1","https://www.findaphd.com"
"55","rating",
"55","jcode",
"55","citOthers",
"55","cites","NULL"
"55","myres",
"56","serial","56"
"56","doctype","Misc"
"56","year",
"56","area",
"56","title","Graduate program in Learning Analytics"
"56","citaIEEE",
"56","link2",
"56","link1","http://www.tc.columbia.edu/human-development/learning-analytics/"
"56","rating",
"56","jcode",
"56","citOthers",
"56","cites","NULL"
"56","myres",
"57","serial","57"
"57","doctype","Misc"
"57","year",
"57","area",
"57","title","IET Publications"
"57","citaIEEE",
"57","link2",
"57","link1","http://www.open.ac.uk/iet/main/research-innovation/research-publications"
"57","rating",
"57","jcode",
"57","citOthers",
"57","cites","NULL"
"57","myres",
"58","serial","58"
"58","doctype","Misc"
"58","year",
"58","area",
"58","title","Institute of Education Technology"
"58","citaIEEE",
"58","link2",
"58","link1","http://www.open.ac.uk/iet/main/research-innovation/learning-analytics"
"58","rating",
"58","jcode",
"58","citOthers",
"58","cites","NULL"
"58","myres",
"59","serial","59"
"59","doctype","Misc"
"59","year",
"59","area",
"59","title","LEARNING FOR THE 21ST CENTURY"
"59","citaIEEE",
"59","link2",
"59","link1","Link"
"59","rating",
"59","jcode",
"59","citOthers",
"59","cites","NULL"
"59","myres",
"60","serial","60"
"60","doctype","Paper"
"60","year",
"60","area",
"60","title",
"60","citaIEEE","C. T. Huang, W. T. Lin, S. T. Wang, and W. S. Wang, ""Planning of educational training courses by data mining: Using China Motor"
"60","link2",
"60","link1",
"60","rating",
"60","jcode",
"60","citOthers",
"60","cites","NULL"
"60","myres",
"61","serial","61"
"61","doctype","Site"
"61","year",
"61","area",
"61","title","E-Learning Benefits and ROI Comparison of E-Learning vs. Traditional Training"
"61","citaIEEE","E-Learning Benefits and ROI Comparison of E-Learning vs. Traditional Training available at http://www.syberworks.com/articles/e-learningROI.htm"
"61","link2",
"61","link1","http://www.syberworks.com/articles/e-learningROI.htm"
"61","rating",
"61","jcode",
"61","citOthers",
"61","cites","NULL"
"61","myres","x"
"62","serial","62"
"62","doctype","Site"
"62","year",
"62","area",
"62","title","Educational data mining: a Survey from 1995 to 2005. In: Expert Systems with Applications,"
"62","citaIEEE","Educational data mining available  http://edutechwiki.unige.ch/en/educational_data_mining"
"62","link2",
"62","link1","http://edutechwiki.unige.ch/en/educational_data_mining"
"62","rating",
"62","jcode",
"62","citOthers",
"62","cites","NULL"
"62","myres","x"
"63","serial","63"
"63","doctype","Site"
"63","year",
"63","area",
"63","title","LA Reserch Post"
"63","citaIEEE",
"63","link2",
"63","link1","http://www.wis.ewi.tudelft.nl/projects/learning-analytics/"
"63","rating",
"63","jcode",
"63","citOthers",
"63","cites","NULL"
"63","myres",
"64","serial","64"
"64","doctype","Thesis"
"64","year",
"64","area",
"64","title","LA Thesis for Computational Assmt"
"64","citaIEEE",
"64","link2",
"64","link1","Link"
"64","rating",
"64","jcode",
"64","citOthers",
"64","cites","NULL"
"64","myres",
"65","serial","65"
"65","doctype","Paper"
"65","year",
"65","area",
"65","title","A Survey on EDM Research"
"65","citaIEEE",
"65","link2","http://www.aabri.com/manuscripts/121328.pdf"
"65","link1",
"65","rating",
"65","jcode",
"65","citOthers",
"65","cites","NULL"
"65","myres",
"66","serial","66"
"66","doctype","Paper"
"66","year",
"66","area",
"66","title","A Survey on Pre-Processing Educational Data"
"66","citaIEEE",
"66","link2","http://link.springer.com/chapter/10.1007%2F978-3-319-02738-8_2"
"66","link1",
"66","rating",
"66","jcode",
"66","citOthers",
"66","cites","NULL"
"66","myres",
"67","serial","67"
"67","doctype","Paper"
"67","year",
"67","area",
"67","title","Data mining and education"
"67","citaIEEE",
"67","link2","http://pact.cs.cmu.edu/pubs/Reformatted-Koedinger-EDM-for-WIRES-cogsci.pdf"
"67","link1",
"67","rating",
"67","jcode",
"67","citOthers",
"67","cites","NULL"
"67","myres",
"68","serial","68"
"68","doctype","Paper"
"68","year",
"68","area",
"68","title","Data Mining Applications in Higher Education"
"68","citaIEEE",
"68","link2","http://www.spss.ch/upload/1122641492_Data%20mining%20applications%20in%20higher%20education.pdf"
"68","link1",
"68","rating",
"68","jcode",
"68","citOthers",
"68","cites","NULL"
"68","myres",
"69","serial","69"
"69","doctype","Paper"
"69","year",
"69","area",
"69","title","Mining Data for Student Models"
"69","citaIEEE",
"69","link2","http://www.columbia.edu/~rsb2162/Baker-for-AITS-v8.pdf"
"69","link1",
"69","rating",
"69","jcode",
"69","citOthers",
"69","cites","NULL"
"69","myres",
"70","serial","70"
"70","doctype","Article"
"70","year",
"70","area",
"70","title","Effects of e-learning on Students’ Motivation"
"70","citaIEEE",
"70","link2",
"70","link1","http://www.sciencedirect.com/science/article/pii/S1877042815031985"
"70","rating",
"70","jcode",
"70","citOthers",
"70","cites","NULL"
"70","myres",
"71","serial","71"
"71","doctype","Journal"
"71","year",
"71","area",
"71","title","Sclater Digital : LA Journal"
"71","citaIEEE",
"71","link2",
"71","link1","http://sclater.com/blog/"
"71","rating",
"71","jcode",
"71","citOthers",
"71","cites","NULL"
"71","myres",
"72","serial","72"
"72","doctype","Misc"
"72","year",
"72","area",
"72","title","Data Mining in Edn"
"72","citaIEEE",
"72","link2",
"72","link1","http://blogs.usyd.edu.au/eresearch/2007/08/data_mining_in_education_why_i_1.html"
"72","rating",
"72","jcode",
"72","citOthers",
"72","cites","NULL"
"72","myres",
"73","serial","73"
"73","doctype","Paper"
"73","year",
"73","area",
"73","title","Personalized Multi-Regression Models for Predicting Students’ Performance in Course Activities"
"73","citaIEEE",
"73","link2","https://drive.google.com/open?id=0B3SCt9TAto6-Z0JVaGtIbDQ3NWQ0b19ad29mSS1rdlJmYkcw"
"73","link1","http://glaros.dtc.umn.edu/gkhome/node/1124"
"73","rating",
"73","jcode",
"73","citOthers","http://glaros.dtc.umn.edu/gkhome/publications/all"
"73","cites","NULL"
"73","myres",
"74","serial","74"
"74","doctype","Paper"
"74","year",
"74","area",
"74","title","Educational data mining for prediction and classification of engineering students achievement"
"74","citaIEEE",
"74","link2",
"74","link1",
"74","rating",
"74","jcode",
"74","citOthers","http://ieeexplore.ieee.org/xpl/dwnldReferences?arnumber=7451491"
"74","cites","NULL"
"74","myres",
"75","serial","75"
"75","doctype","Paper"
"75","year",
"75","area",
"75","title","Using e-Assessment to enhance student learning and evidence learning outcomes"
"75","citaIEEE",
"75","link2",
"75","link1","http://sdiwc.net/ijeetdm/"
"75","rating",
"75","jcode",
"75","citOthers",
"75","cites","NULL"
"75","myres",
"76","serial","76"
"76","doctype","Paper"
"76","year",
"76","area",
"76","title","When Learning Analytics Meets E-Learning"
"76","citaIEEE",
"76","link2",
"76","link1","http://www.westga.edu/~distance/ojdla/summer182/czerkawski182.html"
"76","rating",
"76","jcode",
"76","citOthers",
"76","cites","NULL"
"76","myres",
"77","serial","77"
"77","doctype","Paper"
"77","year",
"77","area",
"77","title","A Comparison of E-Learning and Traditional Learning: Experimental Approach"
"77","citaIEEE",
"77","link2","http://ijitcs.com/volume%2012_No_3/Wanwipa.pdf"
"77","link1",
"77","rating",
"77","jcode",
"77","citOthers",
"77","cites","NULL"
"77","myres",
"78","serial","78"
"78","doctype","Paper"
"78","year",
"78","area",
"78","title","An Analysis of e-Learning Impacts & Best Practices in Developing Countries"
"78","citaIEEE",
"78","link2","http://cas.msu.edu/wp-content/uploads/2013/09/E-Learning-White-Paper_oct-2011.pdf"
"78","link1",
"78","rating",
"78","jcode",
"78","citOthers",
"78","cites","NULL"
"78","myres",
"79","serial","79"
"79","doctype","Paper"
"79","year",
"79","area",
"79","title","Applying Web-Mining Methods for Analysis of Student Behaviour in VLE Courses"
"79","citaIEEE",
"79","link2","https://drive.google.com/open?id=0B3SCt9TAto6-clZDZGdVLTROLW1hcnJWcDJrQzdsYmlBaS13"
"79","link1",
"79","rating",
"79","jcode",
"79","citOthers",
"79","cites","NULL"
"79","myres",
"80","serial","80"
"80","doctype","Paper"
"80","year",
"80","area",
"80","title","Assessing and Monitoring Student Progress In E-Learning Personnel Preparation Environment"
"80","citaIEEE",
"80","link2","http://edtech.ku.edu/~edtech/research/papers/AssessingMonitoringStudentProgress.pdf"
"80","link1",
"80","rating",
"80","jcode",
"80","citOthers",
"80","cites","NULL"
"80","myres",
"81","serial","81"
"81","doctype","Paper"
"81","year",
"81","area",
"81","title","Best Practices in Online Teaching Strategies"
"81","citaIEEE",
"81","link2","http://www.uwec.edu/AcadAff/resources/edtech/upload/Best-Practices-in-Online-Teaching-Strategies-Membership.pdf"
"81","link1",
"81","rating",
"81","jcode",
"81","citOthers",
"81","cites","NULL"
"81","myres",
"82","serial","82"
"82","doctype","Paper"
"82","year",
"82","area",
"82","title","BIG DATA & LEARNING ANALYTICS: A Potential Way to Optimise E Learning Technological Tools"
"82","citaIEEE",
"82","link2","http://files.eric.ed.gov/fulltext/ED562284.pdf"
"82","link1",
"82","rating",
"82","jcode",
"82","citOthers",
"82","cites","NULL"
"82","myres",
"83","serial","83"
"83","doctype","Paper"
"83","year",
"83","area",
"83","title","Big Data and Learning Analytics in Blended Learning Environments: Benefits and Concerns"
"83","citaIEEE",
"83","link2","http://www.rroij.com/open-access/big-data-in-educational-data-mining-andlearning-analytics.pdf"
"83","link1",
"83","rating",
"83","jcode",
"83","citOthers",
"83","cites","NULL"
"83","myres",
"84","serial","84"
"84","doctype","Paper"
"84","year",
"84","area",
"84","title","Comparing the Effectiveness of Classroom and Online Learning: Teaching Research Methods"
"84","citaIEEE",
"84","link2","http://www.naspaa.org/JPAEMessenger/Article/VOL19-2/03_Ni.pdf"
"84","link1",
"84","rating",
"84","jcode",
"84","citOthers",
"84","cites","NULL"
"84","myres",
"85","serial","85"
"85","doctype","Paper"
"85","year",
"85","area",
"85","title","Concept Map Teaching"
"85","citaIEEE",
"85","link2","http://flag.wceruw.org/tools/conmap/solarkey.php"
"85","link1",
"85","rating",
"85","jcode",
"85","citOthers",
"85","cites","NULL"
"85","myres",
"86","serial","86"
"86","doctype","Paper"
"86","year",
"86","area",
"86","title","Do the Critical Success Factors From Learning Analytics Predict Student Outcomes?"
"86","citaIEEE",
"86","link2","http://journals.sagepub.com/doi/abs/10.1177/0047239515615850"
"86","link1",
"86","rating",
"86","jcode",
"86","citOthers",
"86","cites","NULL"
"86","myres",
"87","serial","87"
"87","doctype","Paper"
"87","year",
"87","area",
"87","title","E-learning Methodologies"
"87","citaIEEE",
"87","link2","http://www.fao.org/docrep/015/i2516e/i2516e.pdf"
"87","link1",
"87","rating",
"87","jcode",
"87","citOthers",
"87","cites","NULL"
"87","myres",
"88","serial","88"
"88","doctype","Paper"
"88","year",
"88","area",
"88","title","Educational Data Mining for Improving Educational Quality"
"88","citaIEEE",
"88","link2","http://www.ijcsits.org/papers/Vol2no32012/26vol2no3.pdf"
"88","link1",
"88","rating",
"88","jcode",
"88","citOthers",
"88","cites","NULL"
"88","myres",
"89","serial","89"
"89","doctype","Paper"
"89","year",
"89","area",
"89","title","Embracing Big Data in Complex Educational Systems: The Learning Analytics Imperative and the Policy Challenge"
"89","citaIEEE",
"89","link2","http://www.rpajournal.com/dev/wp-content/uploads/2014/10/A2.pdf"
"89","link1",
"89","rating",
"89","jcode",
"89","citOthers",
"89","cites","NULL"
"89","myres",
"90","serial","90"
"90","doctype","Paper"
"90","year",
"90","area",
"90","title","Enhancing Teaching and Learning Through Educational Data Mining and Learning Analytics: An Issue Brief"
"90","citaIEEE","Enhancing Teaching and Learning Through Educational Data Mining and Learning Analytics: An Issue Brief, 2012"
"90","link2","https://tech.ed.gov/wp-content/uploads/2014/03/edm-la-brief.pdf"
"90","link1",
"90","rating",
"90","jcode",
"90","citOthers",
"90","cites","NULL"
"90","myres",
"91","serial","91"
"91","doctype","Paper"
"91","year",
"91","area",
"91","title","Factorization Models for Forecasting Student Performance"
"91","citaIEEE",
"91","link2","https://drive.google.com/open?id=0B3SCt9TAto6-QjB1REpLWmY1RzNZdFhnazd1OVRmMUtUMFZv"
"91","link1",
"91","rating",
"91","jcode",
"91","citOthers",
"91","cites","NULL"
"91","myres",
"92","serial","92"
"92","doctype","Paper"
"92","year",
"92","area",
"92","title","FACTORS THAT INFLUENCE STUDENTS’ DECISION TO DROPOUT OF ONLINE COURSES"
"92","citaIEEE",
"92","link2","http://files.eric.ed.gov/fulltext/EJ862360.pdf"
"92","link1",
"92","rating",
"92","jcode",
"92","citOthers",
"92","cites","NULL"
"92","myres",
"93","serial","93"
"93","doctype","Paper"
"93","year",
"93","area",
"93","title","Gamification - Application of Gamification"
"93","citaIEEE",
"93","link2","https://en.wikipedia.org/wiki/Gamification_of_learning#Application"
"93","link1",
"93","rating",
"93","jcode",
"93","citOthers",
"93","cites","NULL"
"93","myres",
"94","serial","94"
"94","doctype","Paper"
"94","year",
"94","area",
"94","title","Gamification - Benefits"
"94","citaIEEE",
"94","link2",
"94","link1",
"94","rating",
"94","jcode",
"94","citOthers",
"94","cites","NULL"
"94","myres",
"95","serial","95"
"95","doctype","Paper"
"95","year",
"95","area",
"95","title","Gamification - Definition"
"95","citaIEEE",
"95","link2","https://en.wikipedia.org/wiki/Gamification"
"95","link1",
"95","rating",
"95","jcode",
"95","citOthers",
"95","cites","NULL"
"95","myres",
"96","serial","96"
"96","doctype","Paper"
"96","year",
"96","area",
"96","title","Gamification - Game Elements that facilitate Learning"
"96","citaIEEE",
"96","link2","https://en.wikipedia.org/wiki/Gamification_of_learning#Game_elements_that_can_facilitate_learning"
"96","link1",
"96","rating",
"96","jcode",
"96","citOthers",
"96","cites","NULL"
"96","myres",
"97","serial","97"
"97","doctype","Paper"
"97","year",
"97","area",
"97","title","Gamification - Games in Moodle"
"97","citaIEEE",
"97","link2","https://moodle.org/plugins/view.php?plugin=mod_game"
"97","link1",
"97","rating",
"97","jcode",
"97","citOthers",
"97","cites","NULL"
"97","myres",
"98","serial","98"
"98","doctype","Paper"
"98","year",
"98","area",
"98","title","Gamification - Gamification Research"
"98","citaIEEE",
"98","link2","https://christytucker.wordpress.com/2012/05/16/gamification-research/"
"98","link1",
"98","rating",
"98","jcode",
"98","citOthers",
"98","cites","NULL"
"98","myres",
"99","serial","99"
"99","doctype","Paper"
"99","year",
"99","area",
"99","title","Gamification - Gamification Research"
"99","citaIEEE",
"99","link2","http://www.capterra.com/learning-management-system-software/lms-gamification-research"
"99","link1",
"99","rating",
"99","jcode",
"99","citOthers",
"99","cites","NULL"
"99","myres",
"100","serial","100"
"100","doctype","Paper"
"100","year",
"100","area",
"100","title","Gamification - Personality Traits and Computer Game Design"
"100","citaIEEE",
"100","link2","http://ematusov.soe.udel.edu/final.paper.pub/_pwfsfp/0000003d.htm"
"100","link1",
"100","rating",
"100","jcode",
"100","citOthers",
"100","cites","NULL"
"100","myres",
"101","serial","101"
"101","doctype","Paper"
"101","year",
"101","area",
"101","title","Gamification - Personality Types"
"101","citaIEEE",
"101","link2","https://www.16personalities.com/articles/might-or-magic-a-study-of-gamers-personality-types"
"101","link1",
"101","rating",
"101","jcode",
"101","citOthers",
"101","cites","NULL"
"101","myres",
"102","serial","102"
"102","doctype","Paper"
"102","year",
"102","area",
"102","title","Gamification - Review of Issues"
"102","citaIEEE",
"102","link2","https://www.researchgate.net/publication/283757560_Gamification_and_learning_A_review_of_issues_and_research"
"102","link1",
"102","rating",
"102","jcode",
"102","citOthers",
"102","cites","NULL"
"102","myres",
"103","serial","103"
"103","doctype","Paper"
"103","year",
"103","area",
"103","title","Gamification - Review of Literature in Gamification"
"103","citaIEEE",
"103","link2","https://www.researchgate.net/publication/305708437_GAMIFICATION_IN_HIGHER_EDUCATION_AND_STEM_A_SYSTEMATIC_REVIEW_OF_LITERATURE"
"103","link1",
"103","rating",
"103","jcode",
"103","citOthers",
"103","cites","NULL"
"103","myres",
"104","serial","104"
"104","doctype","Paper"
"104","year",
"104","area",
"104","title","Gamification - What is Gamification & Why use in teaching"
"104","citaIEEE",
"104","link2","http://ii.library.jhu.edu/2014/05/13/what-is-gamification-and-why-use-it-in-teaching/"
"104","link1",
"104","rating",
"104","jcode",
"104","citOthers",
"104","cites","NULL"
"104","myres",
"105","serial","105"
"105","doctype","Paper"
"105","year",
"105","area",
"105","title","How Big Data & Data Analytics is useful in E-Learning"
"105","citaIEEE",
"105","link2","http://infosecawareness.in/elml-ppts/PPTS/5.RAMANA.pdf"
"105","link1",
"105","rating",
"105","jcode",
"105","citOthers",
"105","cites","NULL"
"105","myres",
"106","serial","106"
"106","doctype","Paper"
"106","year",
"106","area",
"106","title","How compelling is the evidence for the effectiveness of e-Learning in the post-16 sector?"
"106","citaIEEE",
"106","link2","http://www.sussex.ac.uk/informatics/cogslib/reports/csrp/csrp595.pdf"
"106","link1",
"106","rating",
"106","jcode",
"106","citOthers",
"106","cites","NULL"
"106","myres",
"107","serial","107"
"107","doctype","Paper"
"107","year",
"107","area",
"107","title","Improving Students’ Learning With Effective Learning Techniques: Promising Directions From Cognitive and Educational Psychology"
"107","citaIEEE",
"107","link2","http://elephantsdontforget.com/wp-content/uploads/2016/08/Learning-White-Paper.pdf"
"107","link1",
"107","rating",
"107","jcode",
"107","citOthers",
"107","cites","NULL"
"107","myres",
"108","serial","108"
"108","doctype","Paper"
"108","year",
"108","area",
"108","title","Learning Analytics in Higher Education: An Annotated Bibliography"
"108","citaIEEE",
"108","link2","https://www.umuc.edu/innovatelearning/upload/learning-analytics-in-higher-education-annotated-bibliography.pdf"
"108","link1",
"108","rating",
"108","jcode",
"108","citOthers",
"108","cites","NULL"
"108","myres",
"109","serial","109"
"109","doctype","Paper"
"109","year",
"109","area",
"109","title","Learning Analytics Policy Brief (PDF). UNESCO."
"109","citaIEEE",
"109","link2","http://iite.unesco.org/pics/publications/en/files/3214711.pdf"
"109","link1",
"109","rating",
"109","jcode",
"109","citOthers",
"109","cites","NULL"
"109","myres",
"110","serial","110"
"110","doctype","Paper"
"110","year",
"110","area",
"110","title","LEARNING ANALYTICS TO PREDICT STUDENT OUTCOMES"
"110","citaIEEE",
"110","link2","https://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/21969/Sander2016.pdf?sequence=1"
"110","link1",
"110","rating",
"110","jcode",
"110","citOthers",
"110","cites","NULL"
"110","myres",
"111","serial","111"
"111","doctype","Paper"
"111","year",
"111","area",
"111","title","Let’s not forget: Learning Analytics are about Learning"
"111","citaIEEE",
"111","link2","http://www.sfu.ca/~dgasevic/papers_shared/techtrends2015.pdf"
"111","link1",
"111","rating",
"111","jcode",
"111","citOthers",
"111","cites","NULL"
"111","myres",
"112","serial","112"
"112","doctype","Paper"
"112","year",
"112","area",
"112","title","Map of Research"
"112","citaIEEE",
"112","link2","http://www.tonybates.ca/wp-content/uploads/map-of-research-v2.pdf"
"112","link1",
"112","rating",
"112","jcode",
"112","citOthers",
"112","cites","NULL"
"112","myres",
"113","serial","113"
"113","doctype","Paper"
"113","year",
"113","area",
"113","title","Measure progress and effectiveness"
"113","citaIEEE",
"113","link2","https://www.elearningforce.com/sharepoint-lms/analytics"
"113","link1",
"113","rating",
"113","jcode",
"113","citOthers",
"113","cites","NULL"
"113","myres",
"114","serial","114"
"114","doctype","Paper"
"114","year",
"114","area",
"114","title","Ongoing Research In Educational Data Mining"
"114","citaIEEE",
"114","link2","http://www.uew.edu.gh/announcements/ongoing-research-educational-data-mining"
"114","link1",
"114","rating",
"114","jcode",
"114","citOthers",
"114","cites","NULL"
"114","myres",
"115","serial","115"
"115","doctype","Paper"
"115","year",
"115","area",
